Voltage,Current,Frequency,Temperature,Fault,Shutdown
252,15.18,50.19,44,Overload,Yes
11,0.0,0.0,24,Line Break,Yes
247,12.16,49.9,50,Overload,Yes
222,4.71,50.09,25,Normal,No
279,5.7,50.7,40,Overvoltage,Yes
1,0.0,0.0,26,Line Break,Yes
165,2.13,49.31,35,Undervoltage,Yes
150,5.78,49.04,34,Undervoltage,Yes
260,18.92,50.2,53,Overload,Yes
249,10.81,50.05,54,Overload,Yes
240,7.92,49.97,26,Normal,No
276,8.27,50.9,36,Overvoltage,Yes
241,18.35,49.98,50,Overload,Yes
176,4.03,49.48,33,Undervoltage,Yes
256,13.11,49.91,49,Overload,Yes
152,3.24,49.37,32,Undervoltage,Yes
261,8.63,50.59,33,Overvoltage,Yes
0,0.0,0.0,28,Line Break,Yes
284,8.65,50.66,35,Overvoltage,Yes
7,0.0,0.0,22,Line Break,Yes
286,6.94,50.07,33,Overvoltage,Yes
281,8.42,50.03,41,Overvoltage,Yes
122,2.56,49.32,26,Undervoltage,Yes
4,0.0,0.0,23,Line Break,Yes
13,0.0,0.0,25,Line Break,Yes
109,3.05,49.1,33,Undervoltage,Yes
272,5.17,50.59,44,Overvoltage,Yes
125,2.11,49.67,32,Undervoltage,Yes
227,3.95,50.13,35,Normal,No
234,3.75,49.94,25,Normal,No
141,2.55,49.06,35,Undervoltage,Yes
256,15.31,50.0,42,Overload,Yes
162,5.42,49.18,35,Undervoltage,Yes
221,7.2,50.05,28,Normal,No
285,7.83,50.04,42,Overvoltage,Yes
229,5.15,50.0,28,Normal,No
221,3.29,50.11,27,Normal,No
261,8.56,50.82,41,Overvoltage,Yes
220,5.26,49.84,27,Normal,No
224,3.59,49.98,26,Normal,No
8,0.0,0.0,29,Line Break,Yes
224,5.11,50.02,29,Normal,No
107,5.23,49.81,32,Undervoltage,Yes
227,5.02,49.81,28,Normal,No
290,8.69,50.56,39,Overvoltage,Yes
245,12.3,49.87,45,Overload,Yes
226,4.57,50.04,25,Normal,No
227,5.98,49.82,27,Normal,No
294,5.61,50.28,31,Overvoltage,Yes
242,17.07,50.11,48,Overload,Yes
162,2.83,49.22,30,Undervoltage,Yes
257,17.17,49.97,46,Overload,Yes
237,6.23,50.15,30,Normal,No
276,9.28,50.41,35,Overvoltage,Yes
240,12.84,49.82,45,Overload,Yes
118,3.64,49.62,30,Undervoltage,Yes
148,2.53,49.25,34,Undervoltage,Yes
127,3.57,49.28,32,Undervoltage,Yes
178,2.32,49.38,32,Undervoltage,Yes
300,6.23,50.94,40,Overvoltage,Yes
5,0.0,0.0,20,Line Break,Yes
291,6.33,50.52,30,Overvoltage,Yes
273,7.86,50.49,31,Overvoltage,Yes
134,3.37,49.15,25,Undervoltage,Yes
149,3.98,49.03,35,Undervoltage,Yes
276,6.83,50.77,44,Overvoltage,Yes
126,5.76,49.38,28,Undervoltage,Yes
229,4.55,49.82,29,Normal,No
223,4.73,50.0,32,Normal,No
234,4.47,50.06,34,Normal,No
247,10.63,49.96,47,Overload,Yes
246,11.55,49.85,44,Overload,Yes
263,5.69,50.36,41,Overvoltage,Yes
252,15.92,50.0,53,Overload,Yes
241,12.43,50.12,46,Overload,Yes
265,6.24,50.07,34,Overvoltage,Yes
267,7.53,50.42,31,Overvoltage,Yes
125,2.14,49.73,28,Undervoltage,Yes
224,4.85,49.81,26,Normal,No
115,2.93,49.82,35,Undervoltage,Yes
169,3.12,49.23,31,Undervoltage,Yes
236,5.61,49.91,29,Normal,No
9,0.0,0.0,25,Line Break,Yes
241,14.93,49.98,41,Overload,Yes
13,0.0,0.0,26,Line Break,Yes
228,3.06,50.17,34,Normal,No
291,5.27,50.57,45,Overvoltage,Yes
277,7.56,50.58,33,Overvoltage,Yes
240,7.07,49.97,27,Normal,No
3,0.0,0.0,22,Line Break,Yes
243,10.49,50.12,45,Overload,Yes
232,6.78,50.2,34,Normal,No
289,8.89,50.42,45,Overvoltage,Yes
298,5.21,50.38,42,Overvoltage,Yes
221,7.47,50.07,27,Normal,No
287,9.84,50.65,39,Overvoltage,Yes
236,3.59,50.09,28,Normal,No
12,0.0,0.0,21,Line Break,Yes
248,12.53,49.87,47,Overload,Yes
10,0.0,0.0,20,Line Break,Yes
257,13.15,49.82,46,Overload,Yes
264,5.04,50.13,43,Overvoltage,Yes
132,4.82,49.64,29,Undervoltage,Yes
229,6.32,50.12,34,Normal,No
224,7.93,50.02,30,Normal,No
142,2.27,49.68,27,Undervoltage,Yes
16,0.0,0.0,28,Line Break,Yes
241,14.05,49.96,54,Overload,Yes
240,7.33,49.87,32,Normal,No
259,10.11,49.96,55,Overload,Yes
169,4.99,49.85,27,Undervoltage,Yes
0,0.0,0.0,24,Line Break,Yes
237,7.32,50.09,34,Normal,No
239,5.53,49.85,28,Normal,No
148,5.77,49.06,34,Undervoltage,Yes
236,5.2,50.11,26,Normal,No
267,9.08,50.28,31,Overvoltage,Yes
132,2.03,49.7,32,Undervoltage,Yes
125,5.48,49.76,35,Undervoltage,Yes
235,4.64,49.94,25,Normal,No
10,0.0,0.0,30,Line Break,Yes
227,5.67,50.02,30,Normal,No
10,0.0,0.0,21,Line Break,Yes
273,5.55,50.18,38,Overvoltage,Yes
3,0.0,0.0,29,Line Break,Yes
226,7.8,49.84,31,Normal,No
232,7.16,50.16,31,Normal,No
149,4.64,49.75,26,Undervoltage,Yes
252,12.74,49.9,54,Overload,Yes
5,0.0,0.0,22,Line Break,Yes
2,0.0,0.0,28,Line Break,Yes
170,3.02,49.99,33,Undervoltage,Yes
256,11.35,49.98,54,Overload,Yes
278,9.23,50.28,40,Overvoltage,Yes
283,5.2,50.5,33,Overvoltage,Yes
255,12.82,49.82,41,Overload,Yes
225,3.25,50.14,34,Normal,No
240,11.5,49.98,48,Overload,Yes
250,18.06,50.14,47,Overload,Yes
244,15.74,50.05,45,Overload,Yes
243,18.89,49.89,45,Overload,Yes
291,7.73,50.21,35,Overvoltage,Yes
251,15.11,50.1,51,Overload,Yes
18,0.0,0.0,26,Line Break,Yes
220,4.93,49.85,30,Normal,No
104,4.3,49.68,34,Undervoltage,Yes
267,6.71,50.79,34,Overvoltage,Yes
237,6.91,50.12,30,Normal,No
276,9.39,50.03,43,Overvoltage,Yes
278,9.67,50.57,33,Overvoltage,Yes
239,5.94,50.18,27,Normal,No
17,0.0,0.0,27,Line Break,Yes
11,0.0,0.0,21,Line Break,Yes
225,7.32,49.91,27,Normal,No
3,0.0,0.0,29,Line Break,Yes
287,8.97,50.19,38,Overvoltage,Yes
8,0.0,0.0,25,Line Break,Yes
228,6.55,50.09,29,Normal,No
232,4.79,50.1,30,Normal,No
223,7.45,49.99,25,Normal,No
246,14.73,49.83,49,Overload,Yes
223,7.86,50.14,27,Normal,No
271,8.46,50.41,44,Overvoltage,Yes
108,5.65,49.31,32,Undervoltage,Yes
238,6.95,49.86,33,Normal,No
17,0.0,0.0,21,Line Break,Yes
248,18.08,49.9,52,Overload,Yes
221,5.79,49.99,35,Normal,No
234,3.43,49.92,35,Normal,No
1,0.0,0.0,21,Line Break,Yes
225,4.32,50.09,33,Normal,No
254,11.52,49.84,41,Overload,Yes
11,0.0,0.0,27,Line Break,Yes
290,9.11,50.03,39,Overvoltage,Yes
232,4.95,50.0,28,Normal,No
3,0.0,0.0,29,Line Break,Yes
118,3.34,49.83,25,Undervoltage,Yes
285,7.81,50.09,45,Overvoltage,Yes
231,6.62,49.89,28,Normal,No
0,0.0,0.0,20,Line Break,Yes
240,5.62,49.95,28,Normal,No
234,4.47,49.93,31,Normal,No
130,2.19,49.68,35,Undervoltage,Yes
292,9.54,50.05,39,Overvoltage,Yes
260,13.79,50.11,43,Overload,Yes
10,0.0,0.0,21,Line Break,Yes
287,9.54,50.82,36,Overvoltage,Yes
9,0.0,0.0,30,Line Break,Yes
229,7.74,50.04,29,Normal,No
240,6.77,50.18,28,Normal,No
235,5.17,49.82,30,Normal,No
13,0.0,0.0,25,Line Break,Yes
227,6.71,50.17,26,Normal,No
166,4.06,49.03,25,Undervoltage,Yes
240,3.95,50.06,27,Normal,No
10,0.0,0.0,23,Line Break,Yes
294,7.1,50.4,39,Overvoltage,Yes
165,2.18,49.45,25,Undervoltage,Yes
287,9.97,50.59,44,Overvoltage,Yes
3,0.0,0.0,20,Line Break,Yes
253,19.81,50.01,50,Overload,Yes
292,5.46,50.39,33,Overvoltage,Yes
248,12.3,49.9,46,Overload,Yes
3,0.0,0.0,22,Line Break,Yes
224,6.57,50.15,30,Normal,No
251,16.32,50.07,55,Overload,Yes
277,9.26,50.7,33,Overvoltage,Yes
150,4.7,49.08,26,Undervoltage,Yes
246,18.37,49.91,44,Overload,Yes
271,9.39,50.11,39,Overvoltage,Yes
118,5.8,49.87,32,Undervoltage,Yes
241,11.01,50.16,50,Overload,Yes
257,16.09,50.15,52,Overload,Yes
12,0.0,0.0,22,Line Break,Yes
259,16.59,49.95,42,Overload,Yes
221,5.68,50.05,29,Normal,No
163,4.37,49.79,31,Undervoltage,Yes
233,5.58,49.97,31,Normal,No
220,7.9,50.13,30,Normal,No
9,0.0,0.0,23,Line Break,Yes
247,19.19,49.81,48,Overload,Yes
228,6.0,49.83,26,Normal,No
279,5.87,50.49,45,Overvoltage,Yes
253,15.87,50.11,46,Overload,Yes
270,8.26,50.07,33,Overvoltage,Yes
246,19.39,49.94,42,Overload,Yes
236,5.71,50.0,28,Normal,No
238,5.34,49.99,30,Normal,No
224,3.74,49.91,30,Normal,No
18,0.0,0.0,30,Line Break,Yes
8,0.0,0.0,21,Line Break,Yes
259,11.58,50.18,53,Overload,Yes
135,5.59,49.93,32,Undervoltage,Yes
230,4.93,49.93,31,Normal,No
221,4.49,50.12,34,Normal,No
19,0.0,0.0,29,Line Break,Yes
251,18.87,50.04,49,Overload,Yes
252,10.57,49.97,41,Overload,Yes
1,0.0,0.0,21,Line Break,Yes
279,9.36,50.45,37,Overvoltage,Yes
0,0.0,0.0,26,Line Break,Yes
171,4.58,49.34,28,Undervoltage,Yes
20,0.0,0.0,30,Line Break,Yes
226,3.73,50.0,27,Normal,No
104,4.07,49.72,27,Undervoltage,Yes
291,8.14,50.13,44,Overvoltage,Yes
249,12.5,49.88,45,Overload,Yes
250,14.8,50.04,45,Overload,Yes
169,2.5,49.29,26,Undervoltage,Yes
260,19.05,49.99,50,Overload,Yes
151,2.1,49.53,29,Undervoltage,Yes
237,5.16,49.84,29,Normal,No
297,6.15,50.8,37,Overvoltage,Yes
159,2.0,49.85,34,Undervoltage,Yes
283,7.13,50.97,38,Overvoltage,Yes
248,17.68,50.16,47,Overload,Yes
257,12.56,50.15,54,Overload,Yes
299,7.88,50.32,43,Overvoltage,Yes
291,7.06,50.1,40,Overvoltage,Yes
17,0.0,0.0,20,Line Break,Yes
142,2.24,49.34,25,Undervoltage,Yes
176,5.63,49.44,25,Undervoltage,Yes
3,0.0,0.0,23,Line Break,Yes
11,0.0,0.0,21,Line Break,Yes
6,0.0,0.0,20,Line Break,Yes
283,9.98,50.77,31,Overvoltage,Yes
292,6.41,50.11,39,Overvoltage,Yes
287,9.69,50.42,33,Overvoltage,Yes
253,19.2,50.18,44,Overload,Yes
13,0.0,0.0,27,Line Break,Yes
221,7.37,50.14,32,Normal,No
11,0.0,0.0,21,Line Break,Yes
260,19.81,49.95,46,Overload,Yes
111,3.97,49.3,25,Undervoltage,Yes
138,5.83,49.54,34,Undervoltage,Yes
165,4.05,49.46,32,Undervoltage,Yes
254,11.03,49.92,40,Overload,Yes
240,6.53,50.03,27,Normal,No
232,7.91,49.84,29,Normal,No
225,3.01,50.16,32,Normal,No
103,3.81,49.2,32,Undervoltage,Yes
163,5.61,49.62,27,Undervoltage,Yes
240,14.52,50.14,48,Overload,Yes
233,6.04,49.94,33,Normal,No
237,5.82,50.06,35,Normal,No
234,5.01,50.04,33,Normal,No
153,4.45,49.73,26,Undervoltage,Yes
256,11.87,50.1,53,Overload,Yes
239,5.4,50.14,33,Normal,No
258,10.23,50.14,41,Overload,Yes
295,9.45,50.87,41,Overvoltage,Yes
5,0.0,0.0,26,Line Break,Yes
8,0.0,0.0,20,Line Break,Yes
263,9.05,50.76,33,Overvoltage,Yes
17,0.0,0.0,23,Line Break,Yes
6,0.0,0.0,20,Line Break,Yes
300,5.01,50.17,41,Overvoltage,Yes
268,8.26,50.45,38,Overvoltage,Yes
277,8.48,50.86,40,Overvoltage,Yes
1,0.0,0.0,20,Line Break,Yes
105,3.79,49.64,31,Undervoltage,Yes
251,16.21,49.95,47,Overload,Yes
148,3.3,49.23,34,Undervoltage,Yes
10,0.0,0.0,22,Line Break,Yes
231,4.3,49.95,33,Normal,No
14,0.0,0.0,26,Line Break,Yes
8,0.0,0.0,20,Line Break,Yes
12,0.0,0.0,23,Line Break,Yes
231,7.58,50.16,33,Normal,No
130,3.87,49.97,34,Undervoltage,Yes
282,7.24,50.54,41,Overvoltage,Yes
121,5.82,49.81,25,Undervoltage,Yes
114,4.6,49.36,34,Undervoltage,Yes
161,3.28,49.92,25,Undervoltage,Yes
258,15.25,50.14,54,Overload,Yes
236,4.35,50.1,32,Normal,No
227,6.51,50.02,25,Normal,No
3,0.0,0.0,22,Line Break,Yes
262,8.21,50.26,36,Overvoltage,Yes
128,2.06,49.74,30,Undervoltage,Yes
112,4.85,49.81,26,Undervoltage,Yes
273,8.37,50.86,37,Overvoltage,Yes
152,2.75,49.47,27,Undervoltage,Yes
8,0.0,0.0,20,Line Break,Yes
17,0.0,0.0,21,Line Break,Yes
146,5.73,49.17,34,Undervoltage,Yes
118,5.22,49.77,27,Undervoltage,Yes
166,2.21,49.57,30,Undervoltage,Yes
135,4.65,49.39,33,Undervoltage,Yes
164,2.1,49.64,25,Undervoltage,Yes
223,3.17,49.87,34,Normal,No
179,4.74,49.75,28,Undervoltage,Yes
279,8.1,50.49,44,Overvoltage,Yes
170,3.92,49.91,30,Undervoltage,Yes
254,18.82,50.13,55,Overload,Yes
172,2.3,49.78,32,Undervoltage,Yes
281,8.43,50.16,41,Overvoltage,Yes
227,7.41,50.14,34,Normal,No
238,4.9,50.08,33,Normal,No
141,2.59,49.16,34,Undervoltage,Yes
224,3.98,49.99,31,Normal,No
128,2.32,49.21,25,Undervoltage,Yes
283,7.51,50.87,41,Overvoltage,Yes
14,0.0,0.0,27,Line Break,Yes
10,0.0,0.0,23,Line Break,Yes
226,5.4,49.84,30,Normal,No
244,15.87,49.99,41,Overload,Yes
18,0.0,0.0,22,Line Break,Yes
286,9.27,50.12,43,Overvoltage,Yes
147,5.89,49.17,31,Undervoltage,Yes
287,7.1,50.85,33,Overvoltage,Yes
14,0.0,0.0,22,Line Break,Yes
235,6.08,49.94,35,Normal,No
240,7.01,49.97,26,Normal,No
6,0.0,0.0,28,Line Break,Yes
15,0.0,0.0,25,Line Break,Yes
4,0.0,0.0,29,Line Break,Yes
236,5.16,50.12,30,Normal,No
19,0.0,0.0,22,Line Break,Yes
2,0.0,0.0,30,Line Break,Yes
146,2.84,49.9,33,Undervoltage,Yes
114,2.65,49.14,26,Undervoltage,Yes
221,6.26,50.02,26,Normal,No
296,8.14,50.66,42,Overvoltage,Yes
117,3.72,49.03,31,Undervoltage,Yes
290,6.86,50.83,34,Overvoltage,Yes
289,8.43,50.6,41,Overvoltage,Yes
241,17.0,50.12,53,Overload,Yes
135,5.16,49.72,34,Undervoltage,Yes
291,9.69,50.19,39,Overvoltage,Yes
240,3.33,49.89,32,Normal,No
248,18.39,50.06,50,Overload,Yes
281,6.36,50.02,43,Overvoltage,Yes
258,17.61,50.0,40,Overload,Yes
8,0.0,0.0,22,Line Break,Yes
294,7.69,50.11,39,Overvoltage,Yes
240,3.22,50.12,28,Normal,No
125,3.27,49.45,26,Undervoltage,Yes
283,7.14,50.52,41,Overvoltage,Yes
249,12.8,49.8,40,Overload,Yes
135,5.83,49.18,31,Undervoltage,Yes
133,3.54,49.87,32,Undervoltage,Yes
1,0.0,0.0,23,Line Break,Yes
258,15.97,49.82,52,Overload,Yes
246,13.68,49.97,43,Overload,Yes
264,5.64,50.11,34,Overvoltage,Yes
299,7.78,50.86,42,Overvoltage,Yes
279,9.9,50.13,41,Overvoltage,Yes
14,0.0,0.0,20,Line Break,Yes
10,0.0,0.0,20,Line Break,Yes
238,7.65,49.81,32,Normal,No
298,8.38,50.84,40,Overvoltage,Yes
107,5.63,49.91,34,Undervoltage,Yes
276,8.7,50.73,30,Overvoltage,Yes
249,10.37,49.88,46,Overload,Yes
3,0.0,0.0,28,Line Break,Yes
175,5.27,49.5,28,Undervoltage,Yes
269,9.49,50.33,38,Overvoltage,Yes
13,0.0,0.0,27,Line Break,Yes
115,3.09,49.38,33,Undervoltage,Yes
292,6.67,50.38,35,Overvoltage,Yes
241,17.21,49.97,54,Overload,Yes
292,7.08,50.25,31,Overvoltage,Yes
240,18.17,49.87,47,Overload,Yes
223,6.71,50.04,31,Normal,No
298,5.5,50.37,40,Overvoltage,Yes
140,5.95,49.97,32,Undervoltage,Yes
255,15.13,49.95,51,Overload,Yes
11,0.0,0.0,22,Line Break,Yes
170,3.48,49.88,35,Undervoltage,Yes
240,6.71,50.07,34,Normal,No
299,9.38,50.29,36,Overvoltage,Yes
114,5.8,49.79,34,Undervoltage,Yes
13,0.0,0.0,27,Line Break,Yes
9,0.0,0.0,28,Line Break,Yes
267,6.62,50.59,38,Overvoltage,Yes
292,5.29,50.56,30,Overvoltage,Yes
241,19.9,50.15,49,Overload,Yes
150,3.47,49.9,32,Undervoltage,Yes
3,0.0,0.0,28,Line Break,Yes
136,4.07,49.33,28,Undervoltage,Yes
105,3.56,49.91,30,Undervoltage,Yes
18,0.0,0.0,28,Line Break,Yes
254,12.34,49.85,43,Overload,Yes
232,6.33,50.18,35,Normal,No
235,7.9,49.96,25,Normal,No
5,0.0,0.0,28,Line Break,Yes
11,0.0,0.0,20,Line Break,Yes
1,0.0,0.0,28,Line Break,Yes
243,18.38,49.94,51,Overload,Yes
0,0.0,0.0,27,Line Break,Yes
230,4.61,50.14,30,Normal,No
261,5.98,50.9,42,Overvoltage,Yes
286,9.37,50.32,35,Overvoltage,Yes
223,7.93,49.89,26,Normal,No
295,6.11,50.51,35,Overvoltage,Yes
222,6.72,49.9,34,Normal,No
295,7.55,50.03,31,Overvoltage,Yes
7,0.0,0.0,24,Line Break,Yes
225,5.38,50.0,35,Normal,No
244,15.93,50.03,48,Overload,Yes
248,17.78,49.82,48,Overload,Yes
7,0.0,0.0,28,Line Break,Yes
18,0.0,0.0,24,Line Break,Yes
137,3.98,49.36,34,Undervoltage,Yes
298,7.65,50.85,34,Overvoltage,Yes
13,0.0,0.0,23,Line Break,Yes
286,8.33,50.81,37,Overvoltage,Yes
229,3.85,49.88,35,Normal,No
278,5.22,50.95,35,Overvoltage,Yes
12,0.0,0.0,26,Line Break,Yes
171,4.99,49.29,32,Undervoltage,Yes
17,0.0,0.0,27,Line Break,Yes
107,5.18,49.34,27,Undervoltage,Yes
256,13.57,49.86,44,Overload,Yes
235,7.36,49.82,34,Normal,No
296,6.39,50.87,33,Overvoltage,Yes
229,6.47,49.88,34,Normal,No
16,0.0,0.0,27,Line Break,Yes
228,3.47,49.9,27,Normal,No
125,2.84,49.5,32,Undervoltage,Yes
19,0.0,0.0,27,Line Break,Yes
257,18.3,50.1,46,Overload,Yes
6,0.0,0.0,26,Line Break,Yes
124,5.07,49.08,35,Undervoltage,Yes
125,2.54,49.54,30,Undervoltage,Yes
3,0.0,0.0,29,Line Break,Yes
289,8.59,50.12,44,Overvoltage,Yes
248,17.75,50.05,41,Overload,Yes
282,7.65,50.72,32,Overvoltage,Yes
261,9.85,50.59,37,Overvoltage,Yes
4,0.0,0.0,22,Line Break,Yes
256,14.98,50.06,52,Overload,Yes
6,0.0,0.0,28,Line Break,Yes
249,12.78,49.94,53,Overload,Yes
256,12.51,50.19,46,Overload,Yes
144,3.7,49.47,29,Undervoltage,Yes
292,9.55,50.61,42,Overvoltage,Yes
120,3.74,49.01,27,Undervoltage,Yes
226,6.03,49.91,30,Normal,No
149,4.2,49.0,25,Undervoltage,Yes
242,10.38,49.91,55,Overload,Yes
240,4.59,49.91,26,Normal,No
226,5.07,49.83,30,Normal,No
298,8.86,50.7,45,Overvoltage,Yes
12,0.0,0.0,27,Line Break,Yes
4,0.0,0.0,30,Line Break,Yes
300,5.05,50.01,44,Overvoltage,Yes
235,4.27,50.04,26,Normal,No
225,4.35,50.03,32,Normal,No
2,0.0,0.0,29,Line Break,Yes
282,5.11,50.01,30,Overvoltage,Yes
237,6.75,49.94,35,Normal,No
228,6.42,50.09,31,Normal,No
0,0.0,0.0,23,Line Break,Yes
269,7.38,50.6,34,Overvoltage,Yes
225,3.17,50.12,32,Normal,No
236,7.7,50.08,25,Normal,No
282,8.67,50.01,32,Overvoltage,Yes
253,18.99,50.03,46,Overload,Yes
155,3.98,49.23,35,Undervoltage,Yes
18,0.0,0.0,20,Line Break,Yes
125,5.87,49.55,33,Undervoltage,Yes
240,15.09,50.14,51,Overload,Yes
245,16.38,49.86,55,Overload,Yes
289,9.38,50.75,32,Overvoltage,Yes
135,2.95,49.22,28,Undervoltage,Yes
138,2.56,49.79,32,Undervoltage,Yes
284,7.14,50.75,31,Overvoltage,Yes
238,7.41,49.8,29,Normal,No
248,13.25,49.99,44,Overload,Yes
220,5.88,50.02,26,Normal,No
235,6.46,49.94,26,Normal,No
136,5.9,49.22,32,Undervoltage,Yes
20,0.0,0.0,20,Line Break,Yes
235,4.68,49.88,29,Normal,No
15,0.0,0.0,30,Line Break,Yes
238,7.27,49.97,34,Normal,No
6,0.0,0.0,30,Line Break,Yes
20,0.0,0.0,23,Line Break,Yes
223,6.54,50.09,25,Normal,No
264,7.04,50.2,37,Overvoltage,Yes
0,0.0,0.0,20,Line Break,Yes
255,17.48,49.99,40,Overload,Yes
126,3.42,49.45,30,Undervoltage,Yes
106,5.88,49.59,28,Undervoltage,Yes
260,15.09,49.91,50,Overload,Yes
5,0.0,0.0,26,Line Break,Yes
120,2.7,49.99,35,Undervoltage,Yes
243,14.36,49.91,42,Overload,Yes
233,6.4,49.81,30,Normal,No
112,2.26,49.96,27,Undervoltage,Yes
18,0.0,0.0,25,Line Break,Yes
162,5.39,49.35,31,Undervoltage,Yes
253,13.83,49.86,45,Overload,Yes
265,7.12,50.33,35,Overvoltage,Yes
175,5.23,49.89,30,Undervoltage,Yes
278,8.41,50.39,44,Overvoltage,Yes
5,0.0,0.0,26,Line Break,Yes
147,4.41,49.88,26,Undervoltage,Yes
249,17.6,50.17,45,Overload,Yes
251,19.68,49.86,47,Overload,Yes
293,7.7,50.14,45,Overvoltage,Yes
251,12.71,49.87,55,Overload,Yes
234,6.91,49.81,31,Normal,No
234,7.68,50.09,31,Normal,No
237,7.37,49.88,31,Normal,No
18,0.0,0.0,21,Line Break,Yes
258,15.85,49.91,42,Overload,Yes
242,16.73,49.85,53,Overload,Yes
230,3.12,49.94,34,Normal,No
224,3.63,50.18,27,Normal,No
120,4.43,49.76,25,Undervoltage,Yes
14,0.0,0.0,24,Line Break,Yes
267,8.34,50.43,41,Overvoltage,Yes
110,4.75,49.49,30,Undervoltage,Yes
291,6.53,50.21,42,Overvoltage,Yes
271,6.21,50.24,34,Overvoltage,Yes
272,7.75,50.17,38,Overvoltage,Yes
252,18.6,50.09,46,Overload,Yes
282,6.72,50.59,42,Overvoltage,Yes
284,5.39,50.94,40,Overvoltage,Yes
7,0.0,0.0,28,Line Break,Yes
255,11.79,50.15,51,Overload,Yes
225,6.56,49.97,34,Normal,No
275,8.58,50.31,41,Overvoltage,Yes
237,7.59,50.08,30,Normal,No
3,0.0,0.0,21,Line Break,Yes
5,0.0,0.0,24,Line Break,Yes
8,0.0,0.0,24,Line Break,Yes
259,13.98,49.94,55,Overload,Yes
20,0.0,0.0,22,Line Break,Yes
156,5.19,49.86,25,Undervoltage,Yes
244,10.46,50.18,43,Overload,Yes
139,4.3,49.56,29,Undervoltage,Yes
130,5.13,49.87,33,Undervoltage,Yes
274,5.8,50.47,42,Overvoltage,Yes
290,5.9,50.63,45,Overvoltage,Yes
106,3.78,49.05,31,Undervoltage,Yes
176,5.99,49.24,29,Undervoltage,Yes
274,5.35,50.3,44,Overvoltage,Yes
240,10.94,50.02,40,Overload,Yes
254,12.5,50.12,55,Overload,Yes
269,9.3,50.02,42,Overvoltage,Yes
145,4.71,49.53,32,Undervoltage,Yes
258,16.44,50.0,48,Overload,Yes
11,0.0,0.0,30,Line Break,Yes
10,0.0,0.0,27,Line Break,Yes
232,4.99,50.07,28,Normal,No
265,5.64,50.67,40,Overvoltage,Yes
258,11.02,49.9,51,Overload,Yes
238,7.66,49.93,27,Normal,No
112,3.37,49.09,33,Undervoltage,Yes
234,6.35,50.07,30,Normal,No
228,4.2,49.92,26,Normal,No
255,16.46,50.19,40,Overload,Yes
275,5.28,50.75,36,Overvoltage,Yes
241,12.43,49.88,45,Overload,Yes
18,0.0,0.0,27,Line Break,Yes
10,0.0,0.0,27,Line Break,Yes
236,6.32,50.18,25,Normal,No
11,0.0,0.0,21,Line Break,Yes
230,5.41,49.96,34,Normal,No
164,2.61,49.44,35,Undervoltage,Yes
227,5.25,49.95,29,Normal,No
300,9.19,50.73,38,Overvoltage,Yes
277,9.45,50.03,39,Overvoltage,Yes
13,0.0,0.0,23,Line Break,Yes
293,6.57,50.88,42,Overvoltage,Yes
282,5.5,50.63,38,Overvoltage,Yes
8,0.0,0.0,20,Line Break,Yes
2,0.0,0.0,30,Line Break,Yes
237,5.5,49.99,28,Normal,No
266,6.36,50.04,34,Overvoltage,Yes
6,0.0,0.0,29,Line Break,Yes
250,15.75,49.9,47,Overload,Yes
15,0.0,0.0,22,Line Break,Yes
253,17.86,49.92,46,Overload,Yes
105,4.14,49.91,35,Undervoltage,Yes
247,15.52,49.96,47,Overload,Yes
247,18.74,49.86,41,Overload,Yes
19,0.0,0.0,23,Line Break,Yes
282,8.34,50.92,33,Overvoltage,Yes
289,6.95,50.84,41,Overvoltage,Yes
228,4.63,49.9,26,Normal,No
228,6.44,49.99,35,Normal,No
7,0.0,0.0,22,Line Break,Yes
274,9.49,50.27,34,Overvoltage,Yes
121,2.63,49.03,30,Undervoltage,Yes
235,4.47,49.94,27,Normal,No
227,4.94,50.02,32,Normal,No
227,3.63,50.09,33,Normal,No
248,16.97,49.99,54,Overload,Yes
288,8.37,50.55,44,Overvoltage,Yes
288,9.17,50.36,37,Overvoltage,Yes
235,5.57,50.05,34,Normal,No
159,3.74,49.1,27,Undervoltage,Yes
281,5.21,50.07,39,Overvoltage,Yes
107,5.63,49.42,30,Undervoltage,Yes
14,0.0,0.0,23,Line Break,Yes
283,8.02,50.44,37,Overvoltage,Yes
225,6.34,50.09,34,Normal,No
248,12.39,50.16,51,Overload,Yes
19,0.0,0.0,24,Line Break,Yes
220,7.09,50.08,34,Normal,No
11,0.0,0.0,30,Line Break,Yes
247,17.73,50.14,40,Overload,Yes
114,5.22,49.43,33,Undervoltage,Yes
228,5.38,50.19,30,Normal,No
172,2.68,49.87,25,Undervoltage,Yes
239,4.35,49.88,28,Normal,No
152,2.57,49.11,26,Undervoltage,Yes
257,16.91,50.03,42,Overload,Yes
133,5.58,49.96,30,Undervoltage,Yes
284,7.6,50.11,38,Overvoltage,Yes
273,8.71,50.35,36,Overvoltage,Yes
13,0.0,0.0,21,Line Break,Yes
107,4.27,49.3,30,Undervoltage,Yes
273,8.78,50.92,36,Overvoltage,Yes
255,16.54,49.87,52,Overload,Yes
261,9.15,50.69,36,Overvoltage,Yes
2,0.0,0.0,25,Line Break,Yes
283,9.04,50.74,41,Overvoltage,Yes
280,7.74,50.41,44,Overvoltage,Yes
240,4.09,50.07,35,Normal,No
